PulseHeight,UpstrokeTime,UpSlope,DownSlope,AUC,SystTime,cfPWV
4629.630859375,0.158000022172928,77839.6875,-47601.19921875,8995.705078125,0.428483754396439,5.31175072461569
3876.77001953125,0.15599998831749,65950.0625,-41409.45703125,7414.2060546875,0.431480139493942,5.19380244054769
5342.8994140625,0.173000007867813,88400.2109375,-52800.484375,10578.9248046875,0.424488574266434,5.42505381012978
8035.50048828125,0.180000007152557,139900.109375,-68401.2734375,13106.2236328125,0.529528856277466,5.4907312494305
6918.22021484375,0.160999998450279,120369.875,-60900.19921875,11170.240234375,0.531527101993561,5.39285950168822
5732.13037109375,0.159999996423721,99199.9921875,-52521.18359375,9235.11328125,0.534524440765381,5.29603779541626
7609.4990234375,0.170999988913536,128900.1328125,-71901.3125,12856.2138671875,0.47749999165535,5.59969539985733
6564.380859375,0.166999995708466,111999.7734375,-64000.82421875,10923.83203125,0.481495797634125,5.49274916092517
5451.5498046875,0.160999998450279,93289.8515625,-55230.203125,8992.5302734375,0.484492659568787,5.38330808432497
7139.400390625,0.167000010609627,118399.171875,-71098.40625,12734.654296875,0.426486164331436,5.70271066902825
6206.2998046875,0.162000000476837,103999.7890625,-63300.62109375,10794.2001953125,0.418495774269104,5.57309885733272
8163.14013671875,0.160000011324883,145559.28125,-69601.484375,12045.4560546875,0.527530670166016,5.45026048830506
5203.060546875,0.158999994397163,87789.859375,-54699.26953125,8855.0546875,0.410505414009094,5.43069500357412
7018.99951171875,0.158999994397163,124559.3203125,-61998.94921875,10286.2763671875,0.531527101993561,5.35827964791374
5802.86962890625,0.159000009298325,102079.875,-53370.8046875,8527.94140625,0.533525288105011,5.26743944040099
6670.7197265625,0.160000011324883,116379.6484375,-65201.03515625,10041.796875,0.480496853590012,5.45516104006943
7746,0.166999995708466,134699.921875,-73301.7265625,11797.734375,0.478498935699463,5.55732492514121
5530.01953125,0.158999994397163,96319.6328125,-56239.98046875,8286.931640625,0.480496853590012,5.3521786465332
7298.69921875,0.163999989628792,124100.3359375,-72500.9296875,11672.14453125,0.425487369298935,5.64528786991036
6333.650390625,0.159999996423721,108499.78125,-64701.02734375,9908.8173828125,0.414500594139099,5.52265043863512
5297.349609375,0.158000007271767,90999.8125,-55799.8359375,8146.80078125,0.404512614011765,5.39210345487743
7121.2802734375,0.157000005245209,129119.3671875,-63088.77734375,9402.1376953125,0.528529763221741,5.32534361973997
8299.8994140625,0.158000007271767,151820,-71000.9140625,10984.419921875,0.526531517505646,5.41253090863374
7890.349609375,0.159999996423721,141199.90625,-74901.3515625,10738.9306640625,0.47749999165535,5.51103121339219
6783.939453125,0.158000007271767,121199.953125,-66498.875,9159.5712890625,0.480496853590012,5.41454185501401
5611.68994140625,0.15599998831749,99589.640625,-57159.9140625,7581.2197265625,0.474503129720688,5.31772494206306
7469.169921875,0.159000009298325,130600.3203125,-74201.1484375,10609.2109375,0.416498184204102,5.59011950665559
6468.14013671875,0.156999990344048,113419.6953125,-66000.8515625,9023.201171875,0.406510233879089,5.47160027130177
5395.400390625,0.156999990344048,94499.8046875,-56860.10546875,7438.421875,0.395523458719254,5.35141415639822
8122.28955078125,0.185000002384186,147800.484375,-67098.4765625,12957.109375,0.512543976306915,5.63191017797124
6994.87939453125,0.187000006437302,127361.9921875,-59801.55078125,11039.095703125,0.50854754447937,5.52890825432839
5791.0302734375,0.187999993562698,105199.984375,-51970.39453125,9124.333984375,0.50854754447937,5.42681376713673
7645.3203125,0.178000003099442,136499.71875,-72399.1640625,12714.12109375,0.45752090215683,5.74582906707136
6624.650390625,0.178000003099442,119099.3671875,-64000.82421875,10797.861328125,0.454524040222168,5.62281600878869
7226.1005859375,0.201999992132187,125100.3359375,-72700.15625,12598.9228515625,0.408507823944092,5.856037096427
5531.5400390625,0.15599998831749,99691.7109375,-55300.515625,8885.2900390625,0.453525096178055,5.50170101591033
5251.509765625,0.157000005245209,92829.890625,-55098.67578125,8750.8125,0.412503004074097,5.59098753708809
6274.7001953125,0.159000009298325,110099.3828125,-64101.41015625,10672.798828125,0.410505414009094,5.72597001196419
8245.0498046875,0.183999985456467,153859.0625,-68401.2734375,11897.17578125,0.507548451423645,5.58915470547563
7084.38037109375,0.185999989509583,131902.09375,-61199.16015625,10156.10546875,0.50555020570755,5.49526633259032
7794.9599609375,0.176999986171722,142999.703125,-73500.9453125,11656.052734375,0.450528234243393,5.69690843815868
5620.8896484375,0.155000001192093,103101.421875,-56350.3359375,8180.49755859375,0.450528234243393,5.46742450124717
6746.0498046875,0.157000005245209,124059.3203125,-65298.69921875,9916.4921875,0.44952929019928,5.58053316526579
6402.3701171875,0.157000005245209,114799.5703125,-65200.05859375,9787.7744140625,0.409506618976593,5.67659691206967
7378.9990234375,0.158999994397163,131198.953125,-73698.9453125,11536.40625,0.408507823944092,5.80046154183832
8359.7099609375,0.185000002384186,160590.5,-70201.1015625,10838.453125,0.50255286693573,5.54984177758629
5342.89013671875,0.15599998831749,96241.4765625,-56000.72265625,8043.158203125,0.411504209041595,5.55285880167025
7180.65966796875,0.154000014066696,136849.828125,-62699.1328125,9274.111328125,0.503551959991455,5.46010647763438
7954.830078125,0.155000001192093,150219.421875,-75100.578125,10599.15625,0.445533454418182,5.64288487562887
5710.4296875,0.154000014066696,106751.375,-57519.53515625,7476.47802734375,0.448530316352844,5.42848893509839
6871.76025390625,0.154000014066696,129479.2265625,-66598.484375,9036.107421875,0.445533454418182,5.53407262404518
7550.689453125,0.15599998831749,138100.3125,-74998.7265625,10475.009765625,0.407509028911591,5.74366585036718
6532.8701171875,0.154000014066696,120039.796875,-66400.265625,8903.716796875,0.409506618976593,5.6269425840672
5436.5205078125,0.152999997138977,99961.25,-57280.03515625,7336.2763671875,0.410505414009094,5.51156815682954
9472.80078125,0.158999994397163,170400.046875,-82600.671875,13136.671875,0.535523533821106,5.5798933077027
8129,0.159000009298325,145419.625,-73400.359375,11197.794921875,0.538520872592926,5.48661847133856
6706.42041015625,0.158000007271767,118699.46875,-62949.12890625,9259.212890625,0.541518211364746,5.39343124488077
8993.8505859375,0.16100001335144,158002.03125,-86300.9140625,12884.255859375,0.48249477148056,5.68423379192295
7746.22998046875,0.158999994397163,136099.328125,-76701.1796875,10949.4716796875,0.473504185676575,5.57490237603216
6421.91015625,0.157999992370605,112320.0859375,-65838.7265625,9015.2216796875,0.469508349895477,5.46205037138797
8563.3994140625,0.159999996423721,146602.46875,-85600.7109375,12760.6796875,0.406510233879089,5.7442690392898
6211.509765625,0.158000007271767,106659.9375,-65500.84375,8876.556640625,0.313622146844864,5.47890150125436
7433.150390625,0.158000007271767,127699.9375,-76200.203125,10818.220703125,0.371552348136902,5.6112512911879
8232.91015625,0.157999992370605,150159.859375,-74500.9609375,10314.2890625,0.536522626876831,5.46111012562271
9611.861328125,0.157000005245209,176980.109375,-84001.078125,12076.4541015625,0.533525288105011,5.54674864981914
9150.990234375,0.158000007271767,164702.3125,-87901.5234375,11826.3486328125,0.475502073764801,5.64102953226675
7867.849609375,0.158000007271767,140999.71875,-78001.0078125,10067.958984375,0.470507323741913,5.53691740188906
6509.36962890625,0.157000005245209,115759.53125,-66779.140625,8310.029296875,0.465512543916702,5.43160600371095
8750.5,0.157999992370605,153301.78125,-87397.9375,11698.6923828125,0.391528278589249,5.69000363178703
7577.2802734375,0.156999990344048,132900.125,-77601.5859375,9933.3828125,0.346582412719727,5.56652107514644
6313.6103515625,0.157000005245209,110198.9921875,-66571.171875,8168.76513671875,0.302635371685028,5.44221239498039
9752.169921875,0.15599998831749,184119.75,-85301.8828125,11016.5400390625,0.532526195049286,5.51157779798374
8336.9296875,0.156000003218651,155239.4375,-75581.0546875,9431.001953125,0.533525288105011,5.43257344333879
9315.19140625,0.156999990344048,172102.796875,-89501.1484375,10768.787109375,0.470507323741913,5.59901175648216
7993.48974609375,0.15599998831749,146549.5,-79201.21875,9186.708984375,0.466511487960815,5.50341091893077
6598.6298828125,0.15599998831749,119429.4453125,-67730.3671875,7605.0166015625,0.460517764091492,5.39963047728404
8945.9892578125,0.156000003218651,161002.078125,-89100.7578125,10637.083984375,0.36356195807457,5.63574630265599
7725.759765625,0.156000003218651,138449.921875,-79001.015625,9048.84375,0.313622146844864,5.52070741835599
6417.5400390625,0.15599998831749,114080.3359375,-67758.6171875,7461.1806640625,0.290649801492691,5.40691901788694
9769.83984375,0.180999994277954,185599.234375,-83501.078125,12987.92578125,0.50555020570755,5.76029818963098
8398.2998046875,0.15599998831749,158709.640625,-74100.5625,11066.802734375,0.50555020570755,5.66025151184541
6946.22021484375,0.15599998831749,129881.5546875,-63798.7265625,9148.384765625,0.50555020570755,5.55505388128915
8038.58056640625,0.156999990344048,149199.890625,-79001.015625,10823.50390625,0.455523014068604,5.74410702102307
6676.4501953125,0.15599998831749,123310.296875,-67798.65625,8907.857421875,0.455523014068604,5.62600023769319
9310.3203125,0.158999994397163,172799.453125,-88900.5625,12742.279296875,0.456521958112717,5.85785325290803
7629.599609375,0.156999990344048,138299.53125,-78898.078125,10696.580078125,0.407509028911591,5.84364638644403
8812.4990234375,0.157999992370605,158600.265625,-89001.1484375,12624.705078125,0.407509028911591,5.97108017459238
6356.73974609375,0.15599998831749,115469.4921875,-67600.4765625,8772.037109375,0.408507823944092,5.7139755058417
9914.0703125,0.155000001192093,192919.53125,-85098.171875,11928.96484375,0.50255286693573,5.71940884236832
8509.419921875,0.155000001192093,164059.234375,-75500.96875,10184.564453125,0.50255286693573,5.62820461714895
9480.630859375,0.157000005245209,180400.03125,-90498.46875,11685.244140625,0.451527178287506,5.80945379060496
8168.75048828125,0.156000003218651,154820,-80300.8359375,9942.970703125,0.451527178287506,5.70632386922068
6769.29052734375,0.155000001192093,127230.2109375,-68838.6796875,8203.671875,0.451527178287506,5.59492980422787
8994.580078125,0.156000003218651,166099.265625,-90501.1640625,11563.2216796875,0.405511409044266,5.92281070500423
7769.419921875,0.156000003218651,143900.09375,-80098.25,9812.4384765625,0.406510233879089,5.80408055803462
6458.13037109375,0.155000001192093,119390.3828125,-68698.0546875,8065.052734375,0.405511409044266,5.67769743467624
10056.580078125,0.152999997138977,200899.984375,-86698.7265625,10871.5078125,0.49955552816391,5.68162628414695
9652.3505859375,0.153999999165535,188900,-92198.6328125,10629.734375,0.446532428264618,5.76433724935956
8298.5498046875,0.153999999165535,161090.5,-81698.8125,9063.6455078125,0.447531372308731,5.66399932539959
9180.640625,0.153999999165535,174399.0625,-92001.1875,10503.298828125,0.403513818979263,5.86934190332494
7912.22021484375,0.152999997138977,150129.578125,-81601.6328125,8929.537109375,0.403513818979263,5.75718024885202
6560.97998046875,0.15200001001358,123759.515625,-69979.28125,7359.00048828125,0.403513818979263,5.63738731444941
9916.130859375,0.210999995470047,189600.203125,-83698.78125,12862.3515625,0.501553773880005,5.82962443619482
8497.3095703125,0.186000004410744,162270.171875,-73800.7578125,10956.189453125,0.498556435108185,5.72858656350896
8076.41943359375,0.196999996900558,152160,-79701.21875,10717.1220703125,0.438540786504745,5.83107197918289
9419.390625,0.207999989390373,175799.453125,-91098.0703125,12622.4521484375,0.440538704395294,5.95028236540811
7022.38037109375,0.188999995589256,132919.65625,-63300.62109375,9054.7900390625,0.497557312250137,5.62345437387253
6712,0.156000003218651,126110.09375,-67998.8515625,8817.15234375,0.438540786504745,5.70299151603289
7715.23046875,0.203000009059906,141301.546875,-80498.640625,10594.0263671875,0.40051743388176,5.91853373251446
6425.91015625,0.155000001192093,118369.875,-68500.8828125,8683.85546875,0.402515023946762,5.78629724548164
10002.2001953125,0.185000002384186,197039.640625,-84498.5703125,11807.71875,0.497557312250137,5.79227344477923
8580.5498046875,0.186000004410744,167709.625,-74800.765625,10077.703125,0.495559096336365,5.6914451407584
9495.2802734375,0.209999993443489,183800.40625,-91300.9765625,11569.40234375,0.436542868614197,5.90425385371451
8187.60009765625,0.155000001192093,158070.1875,-80401.421875,9840.08203125,0.436542868614197,5.7862729999891
6801.80029296875,0.152999997138977,130239.484375,-68998.828125,8115.9150390625,0.437541842460632,5.66921253269975
7831.55029296875,0.155000001192093,147200.015625,-81401.4375,9713.1728515625,0.40051743388176,5.87166785308995
6525.4501953125,0.153999999165535,122499.75,-69300.6953125,7979.67333984375,0.401516228914261,5.74537307520448
10092.51953125,0.183000013232231,205079.65625,-85600.7109375,10756.0224609375,0.492561757564545,5.74996843243124
9636.630859375,0.152999997138977,192499.609375,-92001.1875,10519.2841796875,0.43454498052597,5.85303799828129
8302.1201171875,0.152999997138977,164519.203125,-81601.6328125,8965.392578125,0.43454498052597,5.74622729752094
9215.4296875,0.153999999165535,178199.828125,-93498.4140625,10397.609375,0.397521048784256,5.94305236718267
7962.30029296875,0.153999999165535,153790.875,-82201.25,8834.6875,0.399518638849258,5.82832515425468
6616.31982421875,0.151999995112419,127029.53125,-70229.28125,7277.3017578125,0.399518638849258,5.70850487018194
4216.7001953125,0.187000006437302,68059.921875,-37960.44921875,9199.08984375,0.537521779537201,5.06911711534543
5073.02978515625,0.186999976634979,81399.25,-43499.26171875,11128.119140625,0.533525288105011,5.16949209515115
3969.740234375,0.184000015258789,63459.83203125,-40260.28515625,8958.537109375,0.489487439393997,5.16190491258839
5512.80078125,0.185000002384186,85699.046875,-50798.9453125,12810.3603515625,0.480496853590012,5.38082003565697
5867.330078125,0.186000019311905,93401.59375,-48199.37890625,13058.072265625,0.530527949333191,5.26747205734616
4772.169921875,0.186000019311905,75200.0390625,-45900.98046875,10884.021484375,0.484492659568787,5.27525718181118
5106.8994140625,0.182000011205673,77700.0390625,-49499.16015625,12689.892578125,0.424488574266434,5.50367207558343
4449.6005859375,0.180999994277954,69200.0546875,-44899.62890625,10755.8759765625,0.42948254942894,5.37534223868928
3739.5400390625,0.179999977350235,59280.05859375,-39399.72265625,8822.54296875,0.42348974943161,5.23451235409188
5970.10009765625,0.186000019311905,97560.828125,-49400.05078125,12005.0205078125,0.529528856277466,5.22274007986853
4267.18017578125,0.186000004410744,70219.5859375,-38700.20703125,8495.7900390625,0.537521779537201,5.03781401367692
4849.1005859375,0.183999985456467,78390.65625,-47098.8125,10008.0234375,0.485491633415222,5.23408968474509
4022.77001953125,0.18299999833107,65709.828125,-41060.09765625,8256.9755859375,0.49048638343811,5.13151157836027
5617.8603515625,0.18299999833107,89700.015625,-52101.2578125,11760.5859375,0.481495797634125,5.33278434191577
5148.31005859375,0.186999976634979,84599.4375,-44429.91015625,10249.693359375,0.532526195049286,5.13150371451362
5220.798828125,0.180000007152557,81700.03125,-50900.0703125,11637.4990234375,0.427484959363937,5.44849152579766
3806.33984375,0.178999990224838,61649.2890625,-40350.12890625,8118.6845703125,0.420493364334106,5.18927761706116
6073.47998046875,0.185000002384186,102279.0859375,-50500.6484375,10946.5966796875,0.530527949333191,5.18358121518519
5223.240234375,0.185000002384186,88090.15625,-45441.015625,9367.36328125,0.532526195049286,5.09502768174092
4539.69921875,0.180000007152557,72399.265625,-46101.1796875,9877.31640625,0.430481344461441,5.32267486554469
5725.0908203125,0.18299999833107,94299.6171875,-53600.30078125,10704.78515625,0.48249477148056,5.28426803155747
4316.78955078125,0.186000004410744,72599.953125,-39430.1953125,7789.765625,0.536522626876831,5.00844862734224
4927.3095703125,0.18299999833107,81920.9765625,-48200.81640625,9127.7412109375,0.486490577459335,5.19226372602296
4076.5400390625,0.181000009179115,68220.078125,-41899.953125,7552.50732421875,0.489487439393997,5.09620212231941
5342.400390625,0.180000007152557,86299.6328125,-52499.109375,10578.2314453125,0.427484959363937,5.38802785398505
4634.8701171875,0.179000020027161,75969.5703125,-47300.4140625,8993.958984375,0.422490954399109,5.27076778994389
3875.9404296875,0.178000003099442,64289.91015625,-41330.609375,7411.642578125,0.416498184204102,5.14307917929328
3878.98046875,0.18800000846386,61630.734375,-32960.38671875,10213.646484375,0.521535992622375,4.95827783098672
3944.6298828125,0.187000006437302,64369.98828125,-33409.58984375,9342.9970703125,0.522535085678101,4.91679942322223
7895.48046875,0.182000011205673,133699.921875,-67000.859375,13104.962890625,0.546513736248016,5.44370520760444
5579.6103515625,0.18299999833107,93979.7890625,-51659.28125,9232.1220703125,0.553507506847382,5.26303667053183
6406.859375,0.177000015974045,106800.5625,-62399.3359375,10922.5546875,0.484492659568787,5.44217777452862
6771.0498046875,0.18299999833107,114640.390625,-59800.57421875,11167.986328125,0.549511075019836,5.35599151574793
7434.9990234375,0.176999986171722,123099.359375,-69800.703125,12856.109375,0.491485357284546,5.55081491245252
5314.580078125,0.176999986171722,88740.0546875,-54098.6953125,8990.310546875,0.48249477148056,5.32983434736596
7082.19921875,0.174999997019768,114100.3515625,-68798.640625,12735.65234375,0.391528278589249,5.59499127048012
6164.099609375,0.175000011920929,100199.9921875,-61700.98828125,10793.8984375,0.330601692199707,5.46703267233235
5163.25,0.175000011920929,84280.1015625,-53700.88671875,8853.615234375,0.298640191555023,5.33446309215614
6849.740234375,0.180999994277954,118619.875,-60861.13671875,10284.240234375,0.548511981964111,5.32790631593978
8004.19970703125,0.180999994277954,139229.203125,-68199.0390625,12044.501953125,0.545514643192291,5.40845908844809
5632.68994140625,0.180999994277954,96689.7421875,-52419.03515625,8525.125,0.552508413791656,5.23770616555915
7562.1005859375,0.175999999046326,128799.546875,-71100.5234375,11797.9423828125,0.48249477148056,5.50862968200959
6503.6201171875,0.175999999046326,110969.5,-63601.40625,10040.7216796875,0.481495797634125,5.40429657001127
5383.4599609375,0.175000011920929,91700.0078125,-55028.3671875,8284.849609375,0.472505211830139,5.29691099218371
7241.1005859375,0.17399999499321,119799.5625,-70398.21875,11673.53515625,0.372551143169403,5.5395316897685
6284.4404296875,0.174000024795532,104399.203125,-63099.51953125,9908.73828125,0.314620941877365,5.42020777259862
5246.8095703125,0.17399999499321,87240.0546875,-54750.703125,8145.48876953125,0.275667876005173,5.29847825992134
8110.26025390625,0.180000007152557,145289.75,-69500.8984375,10983.216796875,0.544515550136566,5.37464662894039
6926.3798828125,0.180999994277954,122909.90625,-61868.09375,9399.916015625,0.547512888908386,5.29688113793677
7692.17041015625,0.175999999046326,135099.328125,-72698.9609375,10738.8388671875,0.479497909545898,5.46279867444131
6602.52001953125,0.174999982118607,115680.4296875,-64821.1484375,9158.251953125,0.476501047611237,5.36699045844691
5453.41015625,0.17399999499321,94849.4140625,-55960.6796875,7578.97216796875,0.459518820047379,5.26436897358482
7404.759765625,0.17399999499321,126099.3515625,-72100.5390625,10610.2978515625,0.325607687234879,5.48863989582833
6406.62939453125,0.174000024795532,109239.0390625,-64400.2421875,9022.853515625,0.301636576652527,5.37495846191736
5330.27001953125,0.173000007867813,90549.625,-55838.8984375,7436.9072265625,0.265679895877838,5.26147599487087
7992.1298828125,0.179999977350235,144001.859375,-64899.29296875,12958.029296875,0.51354306936264,5.60629072756256
6865.6298828125,0.180000007152557,123689.203125,-57899.41015625,11037.5615234375,0.51354306936264,5.5068433478049
5670.92041015625,0.180999994277954,101840.125,-49910.80078125,9120.9375,0.51454222202301,5.4020614477696
7589.0595703125,0.174999982118607,133399.140625,-69398.2421875,12717.2578125,0.46251568198204,5.70296930665775
6550.73046875,0.17399999499321,115801.296875,-61599.54296875,10798.1171875,0.464513599872589,5.58816607051547
5434.27001953125,0.173000007867813,96300.5859375,-53100.29296875,8883.2236328125,0.465512543916702,5.47502092459
7132.3994140625,0.173000007867813,121599.359375,-69401.28125,12604.0791015625,0.412503004074097,5.82878612141872
6172.26953125,0.172000020742416,106499.78125,-61300.59375,10674.724609375,0.4154993891716,5.70251443493504
5137.91015625,0.168999999761581,89589.6640625,-52699.3046875,8750.01171875,0.418495774269104,5.57244384975895
8109.1298828125,0.179999977350235,149971.65625,-66201.046875,11897.193359375,0.509546637535095,5.56833066011761
6952.150390625,0.178999990224838,128169.6640625,-58899.39453125,10153.9287109375,0.51154488325119,5.4734966336121
5732.57958984375,0.160000011324883,104820.1015625,-50770.18359375,8414.3828125,0.512543976306915,5.37412009435457
7728.580078125,0.173000007867813,139499.71875,-70601.4921875,11658.154296875,0.461516737937927,5.65811479278683
6653.76025390625,0.172999978065491,120501.5546875,-62598.55078125,9915.9814453125,0.461516737937927,5.54937456550375
5505.49951171875,0.171000003814697,99439.7421875,-54021.203125,8177.9287109375,0.463514626026154,5.44338397122804
7278.2001953125,0.171000003814697,127399.15625,-70498.8046875,11540.427734375,0.413501799106598,5.77655832447694
6282.4697265625,0.169999986886978,111001.4296875,-62300.60546875,9788.828125,0.4154993891716,5.65598950288652
5218.52978515625,0.159999996423721,92839.65625,-53700.88671875,8041.7587890625,0.416498184204102,5.53256374482838
8221.330078125,0.178000003099442,156549.484375,-67400.28125,10837.416015625,0.507548451423645,5.52487004314468
7034.08056640625,0.178000003099442,133009.984375,-59991.0078125,9271.203125,0.50854754447937,5.43621938742515
7866.2802734375,0.171999990940094,146559.265625,-71800.7265625,10600.03125,0.459518820047379,5.60886954589167
7426.0908203125,0.170000016689301,134099.34375,-71701.1171875,10477.65625,0.412503004074097,5.72341319249491
5581.2705078125,0.157999992370605,102980.2578125,-55061.25390625,7473.3466796875,0.460517764091492,5.40805959694751
6394.1904296875,0.166999995708466,116131.375,-63598.53125,8903.7529296875,0.413501799106598,5.61157122144333
6754.94970703125,0.170000016689301,125601.2265625,-63800.625,9034.712890625,0.459518820047379,5.51071880263317
5303.83984375,0.156000003218651,96379.6875,-54739.9609375,7334.20703125,0.413501799106598,5.49225002125273
7966.2294921875,0.180000007152557,145900.09375,-64300.6328125,12832.734375,0.51054573059082,5.66803950595678
6847.75,0.180000007152557,125439.1953125,-57000.734375,10926.66796875,0.50555020570755,5.57167473446253
5667.43017578125,0.159000009298325,103329.8671875,-49169.08984375,9026.666015625,0.504551112651825,5.46788788272101
7515.4296875,0.171999990940094,134499.734375,-70000.8984375,12598.650390625,0.455523014068604,5.79266505388967
6501.73974609375,0.171000003814697,117169.6875,-61500.79296875,10692.177734375,0.448530316352844,5.67012851702685
5416.37939453125,0.158999979496002,97839.6484375,-52500.67578125,8792.357421875,0.447531372308731,5.54513123253716
6174.560546875,0.16100001335144,108299.5859375,-61799.734375,10573.29296875,0.408507823944092,5.76632224903526
5158.400390625,0.157999992370605,91169.734375,-52499.109375,8662.146484375,0.411504209041595,5.62962729962187
8080.82958984375,0.178000003099442,151919.609375,-65298.69921875,11775.60546875,0.503551959991455,5.63306034830878
6936.77978515625,0.158999979496002,129849.8359375,-58000.74609375,10046.392578125,0.50255286693573,5.53436576313665
7657.8798828125,0.171000003814697,140900.109375,-70998.796875,11542.84765625,0.443535566329956,5.73976247887017
6611.609375,0.159999996423721,121989.984375,-62401.1953125,9813.091796875,0.443535566329956,5.62444686250084
5498.4697265625,0.157000005245209,101199.9921875,-53410.84375,8089.7685546875,0.445533454418182,5.50686028652523
7265.8994140625,0.162000000476837,129299.5390625,-71300.71875,11430.966796875,0.407509028911591,5.84088453854839
6295.1298828125,0.159000009298325,112899.1875,-62601.390625,9690.1796875,0.409506618976593,5.71903565316606
5243.87060546875,0.156000018119812,94479.296875,-53399.48828125,7956.4091796875,0.410505414009094,5.58947680092759
8190.3505859375,0.157999992370605,158499.671875,-66598.484375,10721.12890625,0.500554621219635,5.59036864845393
7026.6201171875,0.156000018119812,134721.953125,-59329.07421875,9168.314453125,0.49955552816391,5.50111219922594
7796.599609375,0.159000009298325,147940.125,-71898.1953125,10489.6171875,0.441537648439407,5.68659811335016
5578.1201171875,0.154000014066696,104789.3359375,-54410.85546875,7388.8837890625,0.443535566329956,5.46891365042212
6722.7197265625,0.15599998831749,127349.3515625,-63399.31640625,8936.16015625,0.442536592483521,5.58277032467378
7424.1298828125,0.158000022172928,136099.328125,-72398.1875,10372.7587890625,0.406510233879089,5.78964138295972
5327.6396484375,0.155000001192093,98119.921875,-54300.50390625,7252.37158203125,0.409506618976593,5.55590337367896
6413.79052734375,0.15599998831749,118049.5625,-63600.4296875,8809.185546875,0.408507823944092,5.67405977332296
9130.830078125,0.178000003099442,160799.484375,-79800.8359375,13136.974609375,0.552508413791656,5.52137304027489
7806.2900390625,0.179000020027161,136539.765625,-70998.796875,11196.7978515625,0.548511981964111,5.43591121390539
6416.68017578125,0.176999986171722,111059.8359375,-60890.43359375,9257.185546875,0.547512888908386,5.34227071916114
7502,0.171999990940094,128599.3515625,-73798.5546875,10949.47265625,0.435543924570084,5.47176333319217
8709.19921875,0.172999992966652,149499.703125,-82701.2578125,12885.72265625,0.458519876003265,5.58257377610842
6218.6796875,0.171000003814697,105860.140625,-63580.8984375,9013.98828125,0.422557532787323,5.3586588075748
7289.009765625,0.170999988913536,121099.3671875,-73201.140625,10819.197265625,0.265679895877838,5.47664064963429
8416.3994140625,0.171000003814697,139599.328125,-82001.0546875,12763.3037109375,0.266678690910339,5.59368974383273
9242.9296875,0.177000015974045,167069.96875,-81101.6328125,12076.6240234375,0.546513736248016,5.49268652631086
6065.080078125,0.170000016689301,100570.109375,-63298.734375,8876.068359375,0.264681100845337,5.36145672908957
7889.6103515625,0.176999986171722,141110.0625,-72031.203125,10313.1875,0.544515550136566,5.41087079404454
6474.8603515625,0.173000007867813,113989.515625,-61719.171875,8550.279296875,0.543516397476196,5.32057139721942
8856.5908203125,0.172000005841255,156100.265625,-84300.890625,11827.654296875,0.446532428264618,5.54139213714552
